case_idraw_,case_origin,section,is_control,has_vocals,ref_id,ref_origin,ref_title,ref_link,ref_genre,ref_language,ref_timestamp,sampleA_id,sampleA_origin,sampleA_title,sampleA_link,sampleA_genre,sampleA_language,sampleA_timestamp,sampleB_id,sampleB_origin,sampleB_title,sampleB_link,sampleB_source,sampleB_genre,sampleB_language,sampleB_timestamp,tr_strategy
c_054,ai,AS,0,0,c_ref_054,electronic,fma_111823_electronic,stimuli/ai-gen-samples/fma/selected_samples/111823_electronic.wav,electronic,-,00:00-00:10,c_sA_054,electronic,fma_111823_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/111823_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_054,electronic,fma_111823_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/111823_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_055,ai,AS,0,0,c_ref_055,electronic,fma_111825_electronic,stimuli/ai-gen-samples/fma/selected_samples/111825_electronic.wav,electronic,-,00:00-00:10,c_sA_055,electronic,fma_111825_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/111825_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_055,electronic,fma_111825_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/111825_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_056,ai,AS,0,0,c_ref_056,electronic,fma_112375_electronic,stimuli/ai-gen-samples/fma/selected_samples/112375_electronic.wav,electronic,-,00:00-00:10,c_sA_056,electronic,fma_112375_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/112375_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_056,electronic,fma_112375_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/112375_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_057,ai,AS,0,0,c_ref_057,electronic,fma_112376_electronic,stimuli/ai-gen-samples/fma/selected_samples/112376_electronic.wav,electronic,-,00:00-00:10,c_sA_057,electronic,fma_112376_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/112376_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_057,electronic,fma_112376_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/112376_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_058,ai,AS,0,0,c_ref_058,electronic,fma_114333_electronic,stimuli/ai-gen-samples/fma/selected_samples/114333_electronic.wav,electronic,-,00:00-00:10,c_sA_058,electronic,fma_114333_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114333_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_058,electronic,fma_114333_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114333_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_059,ai,AS,0,0,c_ref_059,electronic,fma_114335_electronic,stimuli/ai-gen-samples/fma/selected_samples/114335_electronic.wav,electronic,-,00:00-00:10,c_sA_059,electronic,fma_114335_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/114335_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_059,electronic,fma_114335_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/114335_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_060,ai,AS,0,0,c_ref_060,electronic,fma_114556_electronic,stimuli/ai-gen-samples/fma/selected_samples/114556_electronic.wav,electronic,-,00:00-00:10,c_sA_060,electronic,fma_114556_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114556_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_060,electronic,fma_114556_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114556_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_061,ai,AS,0,0,c_ref_061,electronic,fma_115812_electronic,stimuli/ai-gen-samples/fma/selected_samples/115812_electronic.wav,electronic,-,00:00-00:10,c_sA_061,electronic,fma_115812_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115812_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_061,electronic,fma_115812_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115812_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_062,ai,AS,0,0,c_ref_062,electronic,fma_121727_electronic,stimuli/ai-gen-samples/fma/selected_samples/121727_electronic.wav,electronic,-,00:00-00:10,c_sA_062,electronic,fma_121727_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/121727_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_062,electronic,fma_121727_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/121727_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_063,ai,AS,0,0,c_ref_063,electronic,fma_123918_electronic,stimuli/ai-gen-samples/fma/selected_samples/123918_electronic.wav,electronic,-,00:00-00:10,c_sA_063,electronic,fma_123918_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/123918_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_063,electronic,fma_123918_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/123918_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_064,ai,AS,0,0,c_ref_064,electronic,fma_123921_electronic,stimuli/ai-gen-samples/fma/selected_samples/123921_electronic.wav,electronic,-,00:00-00:10,c_sA_064,electronic,fma_123921_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/123921_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_064,electronic,fma_123921_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/123921_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_065,ai,AS,0,0,c_ref_065,electronic,fma_127936_electronic,stimuli/ai-gen-samples/fma/selected_samples/127936_electronic.wav,electronic,-,00:00-00:10,c_sA_065,electronic,fma_127936_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127936_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_065,electronic,fma_127936_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127936_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_066,ai,AS,0,0,c_ref_066,electronic,fma_132134_electronic,stimuli/ai-gen-samples/fma/selected_samples/132134_electronic.wav,electronic,-,00:00-00:10,c_sA_066,electronic,fma_132134_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/132134_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_066,electronic,fma_132134_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/132134_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_067,ai,AS,0,0,c_ref_067,electronic,fma_132138_electronic,stimuli/ai-gen-samples/fma/selected_samples/132138_electronic.wav,electronic,-,00:00-00:10,c_sA_067,electronic,fma_132138_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/132138_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_067,electronic,fma_132138_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/132138_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_068,ai,AS,0,0,c_ref_068,electronic,fma_132442_electronic,stimuli/ai-gen-samples/fma/selected_samples/132442_electronic.wav,electronic,-,00:00-00:10,c_sA_068,electronic,fma_132442_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/132442_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_068,electronic,fma_132442_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/132442_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_069,ai,AS,0,0,c_ref_069,electronic,fma_134355_electronic,stimuli/ai-gen-samples/fma/selected_samples/134355_electronic.wav,electronic,-,00:00-00:10,c_sA_069,electronic,fma_134355_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/134355_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_069,electronic,fma_134355_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/134355_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_070,ai,AS,0,0,c_ref_070,electronic,fma_134360_electronic,stimuli/ai-gen-samples/fma/selected_samples/134360_electronic.wav,electronic,-,00:00-00:10,c_sA_070,electronic,fma_134360_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/134360_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_070,electronic,fma_134360_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/134360_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_071,ai,AS,0,0,c_ref_071,electronic,fma_137049_electronic,stimuli/ai-gen-samples/fma/selected_samples/137049_electronic.wav,electronic,-,00:00-00:10,c_sA_071,electronic,fma_137049_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/137049_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_071,electronic,fma_137049_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/137049_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_072,ai,AS,0,0,c_ref_072,electronic,fma_137054_electronic,stimuli/ai-gen-samples/fma/selected_samples/137054_electronic.wav,electronic,-,00:00-00:10,c_sA_072,electronic,fma_137054_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/137054_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_072,electronic,fma_137054_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/137054_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_073,ai,AS,0,0,c_ref_073,electronic,fma_141617_electronic,stimuli/ai-gen-samples/fma/selected_samples/141617_electronic.wav,electronic,-,00:00-00:10,c_sA_073,electronic,fma_141617_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/141617_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_073,electronic,fma_141617_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/141617_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_074,ai,AS,0,0,c_ref_074,electronic,fma_143054_electronic,stimuli/ai-gen-samples/fma/selected_samples/143054_electronic.wav,electronic,-,00:00-00:10,c_sA_074,electronic,fma_143054_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/143054_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_074,electronic,fma_143054_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/143054_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_075,ai,AS,0,0,c_ref_075,electronic,fma_143056_electronic,stimuli/ai-gen-samples/fma/selected_samples/143056_electronic.wav,electronic,-,00:00-00:10,c_sA_075,electronic,fma_143056_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/143056_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_075,electronic,fma_143056_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/143056_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_076,ai,AS,0,0,c_ref_076,electronic,fma_144723_electronic,stimuli/ai-gen-samples/fma/selected_samples/144723_electronic.wav,electronic,-,00:00-00:10,c_sA_076,electronic,fma_144723_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/144723_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_076,electronic,fma_144723_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/144723_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_077,ai,AS,0,0,c_ref_077,electronic,fma_144730_electronic,stimuli/ai-gen-samples/fma/selected_samples/144730_electronic.wav,electronic,-,00:00-00:10,c_sA_077,electronic,fma_144730_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/144730_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_077,electronic,fma_144730_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/144730_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_078,ai,AS,0,0,c_ref_078,electronic,fma_145808_electronic,stimuli/ai-gen-samples/fma/selected_samples/145808_electronic.wav,electronic,-,00:00-00:10,c_sA_078,electronic,fma_145808_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145808_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_078,electronic,fma_145808_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145808_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_079,ai,AS,0,0,c_ref_079,electronic,fma_145814_electronic,stimuli/ai-gen-samples/fma/selected_samples/145814_electronic.wav,electronic,-,00:00-00:10,c_sA_079,electronic,fma_145814_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/145814_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_079,electronic,fma_145814_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/145814_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_080,ai,AS,0,0,c_ref_080,electronic,fma_145831_electronic,stimuli/ai-gen-samples/fma/selected_samples/145831_electronic.wav,electronic,-,00:00-00:10,c_sA_080,electronic,fma_145831_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145831_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_080,electronic,fma_145831_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145831_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_081,ai,AS,0,0,c_ref_081,electronic,fma_147297_electronic,stimuli/ai-gen-samples/fma/selected_samples/147297_electronic.wav,electronic,-,00:00-00:10,c_sA_081,electronic,fma_147297_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147297_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_081,electronic,fma_147297_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147297_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_082,ai,AS,0,0,c_ref_082,electronic,fma_147780_electronic,stimuli/ai-gen-samples/fma/selected_samples/147780_electronic.wav,electronic,-,00:00-00:10,c_sA_082,electronic,fma_147780_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147780_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_082,electronic,fma_147780_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147780_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_083,ai,AS,0,0,c_ref_083,electronic,fma_15772_electronic,stimuli/ai-gen-samples/fma/selected_samples/15772_electronic.wav,electronic,-,00:00-00:10,c_sA_083,electronic,fma_15772_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/15772_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_083,electronic,fma_15772_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/15772_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_084,ai,AS,0,0,c_ref_084,electronic,fma_24928_electronic,stimuli/ai-gen-samples/fma/selected_samples/24928_electronic.wav,electronic,-,00:00-00:10,c_sA_084,electronic,fma_24928_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/24928_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_084,electronic,fma_24928_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/24928_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_085,ai,AS,0,0,c_ref_085,electronic,fma_24945_electronic,stimuli/ai-gen-samples/fma/selected_samples/24945_electronic.wav,electronic,-,00:00-00:10,c_sA_085,electronic,fma_24945_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/24945_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_085,electronic,fma_24945_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/24945_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_086,ai,AS,0,0,c_ref_086,electronic,fma_45103_electronic,stimuli/ai-gen-samples/fma/selected_samples/45103_electronic.wav,electronic,-,00:00-00:10,c_sA_086,electronic,fma_45103_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/45103_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_086,electronic,fma_45103_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/45103_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_087,ai,AS,0,0,c_ref_087,electronic,fma_47072_electronic,stimuli/ai-gen-samples/fma/selected_samples/47072_electronic.wav,electronic,-,00:00-00:10,c_sA_087,electronic,fma_47072_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47072_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_087,electronic,fma_47072_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47072_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_088,ai,AS,0,0,c_ref_088,electronic,fma_47075_electronic,stimuli/ai-gen-samples/fma/selected_samples/47075_electronic.wav,electronic,-,00:00-00:10,c_sA_088,electronic,fma_47075_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47075_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_088,electronic,fma_47075_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47075_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_089,ai,AS,0,0,c_ref_089,electronic,fma_47077_electronic,stimuli/ai-gen-samples/fma/selected_samples/47077_electronic.wav,electronic,-,00:00-00:10,c_sA_089,electronic,fma_47077_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47077_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_089,electronic,fma_47077_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/47077_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_090,ai,AS,0,0,c_ref_090,electronic,fma_52630_electronic,stimuli/ai-gen-samples/fma/selected_samples/52630_electronic.wav,electronic,-,00:00-00:10,c_sA_090,electronic,fma_52630_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52630_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_090,electronic,fma_52630_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52630_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_091,ai,AS,0,0,c_ref_091,electronic,fma_52635_electronic,stimuli/ai-gen-samples/fma/selected_samples/52635_electronic.wav,electronic,-,00:00-00:10,c_sA_091,electronic,fma_52635_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/52635_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_091,electronic,fma_52635_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/52635_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_092,ai,AS,0,0,c_ref_092,electronic,fma_52641_electronic,stimuli/ai-gen-samples/fma/selected_samples/52641_electronic.wav,electronic,-,00:00-00:10,c_sA_092,electronic,fma_52641_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52641_electronic_rand_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_092,electronic,fma_52641_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52641_electronic_inv_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_093,ai,AS,0,0,c_ref_093,electronic,fma_52648_electronic,stimuli/ai-gen-samples/fma/selected_samples/52648_electronic.wav,electronic,-,00:00-00:10,c_sA_093,electronic,fma_52648_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52648_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_093,electronic,fma_52648_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/52648_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_094,ai,AS,0,0,c_ref_094,electronic,fma_52649_electronic,stimuli/ai-gen-samples/fma/selected_samples/52649_electronic.wav,electronic,-,00:00-00:10,c_sA_094,electronic,fma_52649_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/52649_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_094,electronic,fma_52649_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/52649_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_095,ai,AS,0,0,c_ref_095,electronic,fma_69170_electronic,stimuli/ai-gen-samples/fma/selected_samples/69170_electronic.wav,electronic,-,00:00-00:10,c_sA_095,electronic,fma_69170_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/69170_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_095,electronic,fma_69170_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/69170_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_096,ai,AS,0,0,c_ref_096,electronic,fma_71502_electronic,stimuli/ai-gen-samples/fma/selected_samples/71502_electronic.wav,electronic,-,00:00-00:10,c_sA_096,electronic,fma_71502_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71502_electronic_inv_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_096,electronic,fma_71502_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71502_electronic_rand_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_097,ai,AS,0,0,c_ref_097,electronic,fma_71506_electronic,stimuli/ai-gen-samples/fma/selected_samples/71506_electronic.wav,electronic,-,00:00-00:10,c_sA_097,electronic,fma_71506_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71506_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_097,electronic,fma_71506_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71506_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_098,ai,AS,0,0,c_ref_098,electronic,fma_71508_electronic,stimuli/ai-gen-samples/fma/selected_samples/71508_electronic.wav,electronic,-,00:00-00:10,c_sA_098,electronic,fma_71508_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71508_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_098,electronic,fma_71508_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71508_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_099,ai,AS,0,0,c_ref_099,electronic,fma_71514_electronic,stimuli/ai-gen-samples/fma/selected_samples/71514_electronic.wav,electronic,-,00:00-00:10,c_sA_099,electronic,fma_71514_electronic_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71514_electronic_inv_noise_eta_0.3.wav,electronic,-,00:00-00:10,c_sB_099,electronic,fma_71514_electronic_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/71514_electronic_rand_noise_eta_0.3.wav,local,electronic,-,00:00-00:10,ai gen
c_100,ai,AS,0,0,c_ref_100,electronic,fma_71812_electronic,stimuli/ai-gen-samples/fma/selected_samples/71812_electronic.wav,electronic,-,00:00-00:10,c_sA_100,electronic,fma_71812_electronic_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71812_electronic_rand_noise_eta_0.5.wav,electronic,-,00:00-00:10,c_sB_100,electronic,fma_71812_electronic_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/71812_electronic_inv_noise_eta_0.5.wav,local,electronic,-,00:00-00:10,ai gen
c_101,human,HP,1,1,c_ref_101,smp_ac_74,Me Espere - Casiopea,https://www.youtube.com/watch?v=QQnZ19uMaTE,jazz,japanese,01:08-01:16,c_sA_101,smp_ac_74,Lee Seung Cheol - Chinguui Chingureul Saranghaenne,https://www.youtube.com/watch?v=0dw3u6AwidE,pop,korean,02:26-02:37,c_sB_101,suggested song,장혜리 - 내게 남은 사랑을 드릴께요,https://www.youtube.com/watch?v=KseqCLynFUM,yt,"ballad, pop",korean,00:40-00:49,suggested song
