participant_id,case_id,category,melody,harmony,rhythm,voice,timbre
P182,c_263,AS,Neither,A,Neither,,Neither
P182,c_252,AS,Neither,Neither,Neither,,Neither
P182,c_232,HV,B,B,B,,B
P182,c_275,AM,Neither,Neither,A,A,A
P182,c_259,AS,Neither,Neither,A,,Neither
P182,c_106,HV,Neither,Neither,Neither,B,Neither
P182,c_258,AS,Neither,B,Neither,,Neither
P182,c_271,AM,Neither,Neither,Neither,B,B
P182,c_240,HV,Neither,A,B,B,B
P182,c_286,AM,Neither,B,B,B,B
P182,c_105,HP,Neither,B,B,B,B
P182,c_268,AS,Neither,Neither,Neither,,Neither
P122,c_233,HV,Neither,A,Neither,A,B
P122,c_299,AM,A,A,A,,B
P122,c_279,AM,A,Neither,Neither,B,B
P122,c_271,AM,A,Neither,B,B,B
P122,c_247,HV,A,A,A,A,A
P122,c_269,AS,Neither,Neither,Neither,,Neither
P122,c_223,HP,B,B,B,B,B
P122,c_109,HV,B,B,B,,B
P122,c_288,AM,A,A,B,B,B
P122,c_268,AS,A,A,Neither,,Neither
P122,c_001,HP,A,Neither,Neither,B,Neither
P122,c_270,AS,B,A,A,,Neither
P122,c_211,HP,Neither,A,Neither,Neither,A
P122,c_292,AM,B,B,Neither,A,A
P122,c_234,HV,A,A,B,B,B
P122,c_250,HV,B,B,A,A,A
P122,c_294,AM,A,A,A,B,B
P122,c_237,HV,B,B,A,A,A
P122,c_220,HP,B,B,B,B,B
P122,c_215,HP,Neither,Neither,A,,A
P122,c_218,HP,A,A,Neither,Neither,Neither
P122,c_210,HV,B,B,Neither,Neither,Neither
P165,c_295,AM,B,B,B,A,A
P165,c_226,HP,Neither,Neither,Neither,A,Neither
P165,c_233,HV,Neither,B,B,A,Neither
P165,c_287,AM,B,B,B,A,B
P165,c_107,HV,Neither,Neither,A,Neither,Neither
P165,c_212,HP,B,B,B,A,A
P165,c_244,HV,Neither,Neither,B,A,B
P165,c_236,HV,A,Neither,Neither,B,Neither
P165,c_223,HP,A,B,B,B,B
P165,c_215,HP,A,A,A,,A
P141,c_267,AS,Neither,Neither,Neither,,A
P141,c_296,AM,B,B,B,B,B
P141,c_274,AM,B,B,B,B,B
P141,c_282,AM,B,B,B,B,B
P141,c_297,AM,A,A,A,A,A
P141,c_212,HP,A,A,A,A,B
P141,c_109,HV,B,B,B,,B
P141,c_251,AS,A,A,A,,A
P141,c_230,HP,A,A,A,,A
P141,c_293,AM,B,B,B,B,B
P141,c_215,HP,A,A,A,,A
P141,c_295,AM,B,B,B,B,B
P141,c_211,HP,B,B,B,B,B
P141,c_239,HV,B,B,B,B,B
P141,c_245,HV,A,A,A,A,A
P176,c_259,AS,Neither,A,A,,Neither
P176,c_274,AM,Neither,Neither,Neither,A,A
P176,c_234,HV,Neither,A,B,B,B
P176,c_240,HV,Neither,Neither,B,B,B
P176,c_283,AM,Neither,A,A,Neither,Neither
P176,c_293,AM,B,B,Neither,Neither,Neither
P176,c_262,AS,Neither,Neither,Neither,,Neither
P176,c_297,AM,A,A,Neither,Neither,Neither
P176,c_233,HV,Neither,Neither,Neither,A,A
P176,c_206,HV,B,B,B,B,B
P008,c_253,AS,A,Neither,A,,A
P008,c_285,AM,A,A,B,A,B
P008,c_218,HP,A,Neither,Neither,A,A
P008,c_209,HV,A,A,A,Neither,Neither
P008,c_221,HP,A,A,Neither,Neither,Neither
P051,c_213,HP,A,Neither,A,Neither,A
P008,c_295,AM,B,B,B,A,A
P008,c_273,AM,Neither,Neither,Neither,A,B
P008,c_296,AM,B,B,Neither,A,A
P008,c_241,HV,Neither,B,Neither,A,Neither
P051,c_227,HP,B,B,B,Neither,Neither
P008,c_261,AS,Neither,A,A,,Neither
P051,c_257,AS,A,Neither,Neither,,Neither
P051,c_260,AS,B,Neither,Neither,,A
P051,c_228,HP,A,A,A,Neither,Neither
P051,c_293,AM,B,B,B,Neither,B
P051,c_276,AM,B,Neither,A,A,A
P051,c_239,HV,B,B,B,Neither,B
P051,c_240,HV,Neither,B,B,B,B
P051,c_238,HV,A,A,A,A,A
P055,c_221,HP,A,Neither,A,B,Neither
P055,c_248,HV,B,B,B,B,B
P055,c_213,HP,A,Neither,A,Neither,B
P055,c_238,HV,A,A,Neither,A,A
P055,c_206,HV,B,B,B,B,B
P055,c_282,AM,Neither,A,B,B,B
P055,c_254,AS,Neither,A,A,,A
P055,c_246,HV,B,B,B,A,B
P055,c_276,AM,B,B,A,A,A
P055,c_219,HP,Neither,B,B,Neither,B
P073,c_267,AS,B,Neither,Neither,,B
P073,c_241,HV,B,B,A,A,A
P073,c_209,HV,A,A,A,B,B
P020,c_235,HV,Neither,Neither,B,A,B
P020,c_298,AM,B,B,B,A,A
P020,c_216,HP,B,B,Neither,A,A
P020,c_108,HV,Neither,Neither,Neither,Neither,Neither
P020,c_227,HP,B,B,B,Neither,Neither
P020,c_292,AM,B,B,B,A,A
P020,c_272,AM,A,Neither,Neither,B,A
P020,c_214,HP,B,B,B,Neither,B
P020,c_007,HV,Neither,A,Neither,Neither,A
P020,c_262,AS,Neither,A,Neither,,Neither
P020,c_289,AM,A,B,B,B,B
P020,c_291,AM,B,B,B,Neither,A
P020,c_266,AS,Neither,B,Neither,,Neither
P020,c_236,HV,A,A,Neither,B,Neither
P020,c_232,HV,B,B,B,,Neither
P020,c_255,AS,Neither,Neither,Neither,,Neither
P020,c_253,AS,Neither,A,A,,Neither
P020,c_270,AS,Neither,A,A,,Neither
P002,c_249,HV,A,Neither,A,A,A
P002,c_241,HV,B,B,B,A,B
P002,c_291,AM,B,Neither,Neither,B,B
P002,c_216,HP,B,B,B,Neither,A
P002,c_285,AM,Neither,B,Neither,A,A
P002,c_264,AS,Neither,Neither,B,,Neither
P002,c_206,HV,B,B,B,B,B
P002,c_280,AM,Neither,Neither,Neither,Neither,Neither
P002,c_288,AM,A,B,B,B,B
P053,c_169,AS,A,Neither,Neither,,Neither
P053,c_119,HP,Neither,B,B,A,A
P053,c_268,AS,A,Neither,Neither,,Neither
P053,c_211,HP,Neither,Neither,Neither,Neither,A
P053,c_209,HV,A,A,A,B,B
P053,c_249,HV,Neither,Neither,A,A,A
P053,c_135,HV,Neither,Neither,B,A,A
P053,c_219,HP,Neither,B,B,B,B
P053,c_264,AS,B,B,B,,Neither
P053,c_232,HV,B,B,B,,Neither
P166,c_169,AS,A,A,Neither,,Neither
P166,c_135,HV,A,Neither,A,B,B
P166,c_289,AM,A,B,B,B,B
P166,c_266,AS,Neither,Neither,Neither,,Neither
P166,c_001,HP,B,B,B,B,A
P166,c_294,AM,A,A,A,B,B
P142,c_265,AS,Neither,Neither,Neither,,A
P142,c_269,AS,A,Neither,A,,A
P142,c_243,HV,B,A,B,B,B
P142,c_246,HV,A,Neither,B,Neither,Neither
P142,c_287,AM,B,B,B,B,B
P142,c_290,AM,A,B,A,A,A
P142,c_281,AM,Neither,Neither,B,A,Neither
P142,c_104,HP,B,A,B,Neither,B
P142,c_289,AM,B,B,B,B,B
P142,c_256,AS,Neither,Neither,Neither,,B
P087,c_282,AM,Neither,Neither,B,B,B
P087,c_262,AS,A,A,Neither,,Neither
P087,c_291,AM,B,B,B,B,A
P087,c_254,AS,A,Neither,A,,Neither
P087,c_237,HV,B,B,A,A,A
P087,c_004,HP,A,A,B,B,Neither
P166,c_226,HP,Neither,Neither,Neither,A,A
P166,c_265,AS,Neither,Neither,Neither,,Neither
P129,c_290,AM,A,A,A,A,B
P129,c_008,HV,Neither,Neither,Neither,B,Neither
P129,c_220,HP,B,B,B,B,B
P129,c_229,HP,Neither,A,A,A,B
P129,c_300,AM,B,B,B,,B
P129,c_292,AM,B,B,A,B,B
P129,c_244,HV,A,Neither,B,Neither,B
P129,c_280,AM,Neither,Neither,Neither,Neither,B
P129,c_276,AM,B,A,A,A,A
P129,c_288,AM,B,B,A,B,A
P134,c_281,AM,Neither,Neither,Neither,A,A
P134,c_220,HP,B,B,B,B,B
P134,c_229,HP,B,B,A,Neither,A
P134,c_277,AM,Neither,Neither,A,Neither,B
P134,c_210,HV,B,B,A,Neither,Neither
P134,c_279,AM,Neither,Neither,Neither,B,Neither
P134,c_243,HV,A,B,B,B,B
P134,c_256,AS,B,B,B,,A
P134,c_298,AM,B,B,A,A,A
P134,c_296,AM,B,B,Neither,A,B
P134,c_273,AM,Neither,Neither,Neither,Neither,Neither
P134,c_242,HV,B,B,A,A,A
P134,c_300,AM,B,B,A,,A
P134,c_260,AS,A,Neither,B,,A
P134,c_299,AM,A,A,A,,Neither
P128,c_263,AS,Neither,Neither,Neither,,Neither
P128,c_217,HP,B,B,B,Neither,B
P128,c_257,AS,B,B,B,,B
P128,c_299,AM,A,A,A,,B
P128,c_264,AS,Neither,Neither,Neither,,Neither
P128,c_261,AS,Neither,B,Neither,,Neither
P128,c_243,HV,A,A,B,B,B
P128,c_002,HP,A,A,A,A,A
P128,c_273,AM,A,A,A,A,A
P128,c_222,HP,B,B,A,A,A
P072,c_074,AS,B,B,B,,B
P072,c_007,HV,B,A,Neither,Neither,Neither
P072,c_091,AS,Neither,A,A,,Neither
P072,c_058,AS,Neither,Neither,Neither,,A
P072,c_038,HV,B,B,A,,B
P072,c_035,HV,A,A,B,B,B
P072,c_022,HP,B,A,B,B,B
P072,c_088,AS,Neither,Neither,Neither,,B
P072,c_083,AS,B,B,Neither,,B
P064,c_020,HP,B,B,B,,A
P064,c_202,HP,Neither,Neither,Neither,,Neither
P064,c_060,AS,Neither,Neither,Neither,,Neither
P064,c_011,HP,A,A,Neither,B,B
P064,c_041,HV,Neither,Neither,Neither,A,A
P064,c_094,AS,B,B,B,,Neither
P064,c_028,HP,A,A,A,Neither,Neither
P064,c_098,AS,Neither,Neither,Neither,,Neither
P064,c_072,AS,A,A,A,,B
P064,c_013,HP,A,A,A,B,B
P082,c_217,HP,B,B,B,Neither,Neither
P082,c_009,HV,Neither,A,A,Neither,B
P082,c_228,HP,A,A,Neither,B,B
P082,c_287,AM,B,B,B,A,B
P082,c_225,HP,B,A,A,,A
P082,c_235,HV,Neither,A,B,A,B
P082,c_269,AS,Neither,Neither,A,,A
P082,c_214,HP,B,B,A,B,A
P082,c_270,AS,Neither,A,A,,B
P082,c_039,HV,A,A,Neither,B,A
P082,c_031,HV,Neither,B,Neither,A,A
P137,c_062,AS,Neither,A,Neither,,B
P137,c_079,AS,A,Neither,A,,Neither
P137,c_070,AS,Neither,Neither,Neither,,Neither
P137,c_087,AS,Neither,Neither,B,,B
P137,c_019,HP,B,B,B,B,B
P137,c_044,HV,A,A,A,A,Neither
P137,c_100,AS,Neither,Neither,Neither,,Neither
P137,c_301,HP,Neither,B,B,,B
P137,c_066,AS,Neither,B,B,,A
P137,c_064,AS,Neither,Neither,Neither,,Neither
P018,c_195,AS,Neither,Neither,Neither,,Neither
P018,c_167,AS,Neither,Neither,Neither,,A
P018,c_301,HP,B,B,B,,B
P018,c_119,HP,B,B,B,A,A
P018,c_135,HV,A,Neither,Neither,B,Neither
P018,c_172,AS,Neither,Neither,Neither,,A
P018,c_190,AS,Neither,Neither,Neither,,Neither
P018,c_166,AS,Neither,Neither,Neither,,Neither
P018,c_159,AS,Neither,A,Neither,,A
P018,c_182,AS,Neither,Neither,Neither,,Neither
P080,c_139,HV,Neither,Neither,Neither,Neither,A
P080,c_176,AS,Neither,Neither,Neither,,A
P080,c_169,AS,Neither,Neither,Neither,,A
P080,c_160,AS,Neither,Neither,Neither,,Neither
P080,c_114,HP,A,A,A,Neither,A
P080,c_202,HP,Neither,Neither,Neither,,Neither
P080,c_191,AS,B,B,B,,Neither
P080,c_162,AS,Neither,B,Neither,,B
P080,c_172,AS,Neither,A,Neither,,B
P080,c_198,AS,Neither,Neither,Neither,,Neither
P080,c_159,AS,Neither,Neither,Neither,,A
P080,c_103,HP,A,A,A,A,A
P080,c_300,AM,B,B,A,,A
P137,c_217,HP,Neither,Neither,B,Neither,Neither
P137,c_023,HP,A,A,A,A,A
P137,c_250,HV,A,A,A,A,A
P137,c_258,AS,Neither,Neither,A,,A
P137,c_272,AM,A,A,Neither,Neither,A
P137,c_293,AM,B,B,B,B,B
P137,c_261,AS,Neither,Neither,Neither,,Neither
P137,c_239,HV,B,B,Neither,B,Neither
P137,c_210,HV,B,B,Neither,B,Neither
P137,c_238,HV,A,A,A,A,Neither
P062,c_093,AS,B,Neither,A,,A
P062,c_014,HP,B,B,Neither,Neither,Neither
P062,c_023,HP,A,B,B,B,B
P062,c_097,AS,B,A,Neither,,B
P062,c_111,HP,B,A,A,Neither,B
P062,c_228,HP,A,Neither,Neither,B,B
P062,c_222,HP,B,A,B,A,B
P062,c_255,AS,Neither,Neither,B,,Neither
P062,c_206,HV,Neither,B,B,B,Neither
P062,c_247,HV,A,B,Neither,A,A
P062,c_290,AM,A,B,B,B,A
P062,c_297,AM,A,A,Neither,B,Neither
P062,c_202,HP,Neither,Neither,Neither,,Neither
P062,c_276,AM,A,A,A,A,A
P042,c_260,AS,Neither,B,Neither,,A
P042,c_251,AS,Neither,Neither,A,,Neither
P042,c_224,HP,B,B,B,Neither,Neither
P042,c_238,HV,A,A,A,B,Neither
P042,c_275,AM,Neither,Neither,Neither,A,B
P042,c_298,AM,B,B,A,A,A
P042,c_225,HP,B,B,B,,A
P042,c_284,AM,Neither,B,Neither,A,Neither
P173,c_284,AM,Neither,B,B,A,A
P173,c_244,HV,Neither,B,B,B,B
P173,c_294,AM,A,A,A,A,B
P173,c_263,AS,Neither,Neither,Neither,,Neither
P173,c_249,HV,B,B,A,A,A
P173,c_076,AS,Neither,Neither,Neither,,Neither
P173,c_038,HV,Neither,Neither,B,,B
P173,c_034,HV,B,B,B,B,Neither
P073,c_256,AS,A,A,A,,B
P073,c_259,AS,Neither,Neither,A,,Neither
P073,c_070,AS,A,A,Neither,,B
P091,c_012,HP,B,B,Neither,,A
P091,c_107,HV,Neither,A,A,B,A
P091,c_042,HV,Neither,A,B,,B
P091,c_090,AS,Neither,Neither,Neither,,A
P091,c_049,HV,B,B,B,,B
P091,c_076,AS,Neither,Neither,A,,A
P091,c_040,HV,B,Neither,Neither,B,B
P091,c_081,AS,B,B,Neither,,A
P091,c_013,HP,A,A,A,B,A
P092,c_032,HV,Neither,Neither,Neither,Neither,A
P092,c_084,AS,B,B,A,,Neither
P092,c_020,HP,B,B,B,,B
P092,c_028,HP,A,Neither,Neither,A,Neither
P092,c_105,HP,Neither,B,B,B,B
P092,c_055,AS,Neither,A,Neither,,Neither
P092,c_046,HV,A,A,B,B,A
P092,c_079,AS,Neither,Neither,Neither,,B
P092,c_022,HP,Neither,Neither,Neither,B,B
P092,c_045,HV,Neither,Neither,Neither,A,A
P109,c_018,HP,A,A,A,,A
P109,c_064,AS,A,A,A,,B
P109,c_001,HP,B,B,B,B,Neither
P109,c_029,HP,B,B,A,Neither,A
P109,c_096,AS,B,A,A,,Neither
P109,c_044,HV,A,A,A,Neither,Neither
P109,c_082,AS,Neither,B,Neither,,A
P109,c_056,AS,B,A,B,,A
P090,c_066,AS,B,B,A,,A
P090,c_065,AS,A,B,Neither,,Neither
P090,c_089,AS,B,A,B,,A
P090,c_077,AS,B,A,B,,B
P090,c_068,AS,Neither,A,B,,Neither
P090,c_102,HP,B,B,B,Neither,Neither
P090,c_073,AS,B,B,A,,B
P090,c_130,HP,B,A,A,B,B
P090,c_085,AS,Neither,B,Neither,,A
P090,c_190,AS,B,A,A,,Neither
P090,c_072,AS,Neither,B,Neither,,A
P090,c_067,AS,A,A,B,,Neither
P090,c_146,HV,A,B,Neither,,A
P090,c_158,AS,Neither,B,Neither,,B
P090,c_116,HP,B,A,Neither,A,A
P090,c_113,HP,A,B,A,A,B
P090,c_003,HP,B,A,Neither,A,Neither
P090,c_185,AS,B,A,B,,B
P042,c_002,HP,A,Neither,Neither,Neither,Neither
P051,c_006,HV,Neither,B,B,,B
P120,c_207,HV,Neither,B,B,Neither,B
P120,c_176,AS,A,Neither,A,,A
P120,c_171,AS,Neither,A,A,,Neither
P120,c_114,HP,A,A,A,A,A
P120,c_194,AS,Neither,Neither,A,,B
P120,c_165,AS,B,B,B,,B
P120,c_179,AS,Neither,Neither,Neither,,Neither
P120,c_150,HV,A,A,A,Neither,A
P120,c_170,AS,A,A,A,,A
P120,c_168,AS,Neither,Neither,Neither,,Neither
P114,c_174,AS,Neither,Neither,Neither,,A
P114,c_161,AS,A,A,A,,Neither
P114,c_164,AS,A,A,A,,Neither
P114,c_108,HV,Neither,Neither,Neither,Neither,Neither
P114,c_189,AS,B,B,Neither,,B
P114,c_128,HP,B,B,Neither,Neither,Neither
P114,c_210,HV,B,B,Neither,B,B
P114,c_127,HP,A,A,A,A,A
P114,c_178,AS,Neither,B,Neither,,Neither
P114,c_137,HV,Neither,B,Neither,,A
P114,c_157,AS,Neither,Neither,Neither,,Neither
P114,c_192,AS,A,Neither,Neither,,Neither
P114,c_149,HV,Neither,Neither,Neither,A,A
P114,c_181,AS,Neither,Neither,Neither,,Neither
P114,c_143,HV,Neither,Neither,Neither,Neither,Neither
P114,c_152,AS,Neither,Neither,Neither,,Neither
P069,c_131,HV,Neither,A,A,Neither,Neither
P069,c_167,AS,Neither,A,Neither,,A
P069,c_135,HV,A,A,A,B,B
P069,c_280,AM,A,A,Neither,A,Neither
P069,c_211,HP,Neither,A,A,Neither,A
P069,c_261,AS,Neither,Neither,A,,B
P069,c_212,HP,B,B,B,A,A
P069,c_282,AM,Neither,B,B,A,B
P069,c_244,HV,Neither,Neither,B,B,B
P069,c_001,HP,B,B,B,B,A
P069,c_001,HP,B,B,B,B,A
P161,c_081,AS,B,B,B,,A
P161,c_045,HV,A,A,B,A,A
P161,c_089,AS,Neither,Neither,Neither,,B
P161,c_042,HV,B,Neither,B,,B
P161,c_153,AS,B,B,A,,Neither
P161,c_150,HV,A,A,A,B,B
P161,c_192,AS,A,Neither,Neither,,A
P161,c_101,HP,Neither,Neither,Neither,A,Neither
P161,c_165,AS,B,B,B,,Neither
P161,c_160,AS,Neither,Neither,Neither,,Neither
P171,c_207,HV,B,B,B,B,B
P171,c_087,AS,Neither,Neither,Neither,,B
P171,c_097,AS,B,B,B,,A
P171,c_051,AS,B,B,Neither,,B
P171,c_044,HV,A,A,A,B,A
P171,c_047,HV,B,B,Neither,,B
P171,c_092,AS,Neither,A,A,,A
P171,c_080,AS,Neither,Neither,Neither,,B
P171,c_130,HP,Neither,B,A,Neither,Neither
P171,c_083,AS,B,B,Neither,,B
P171,c_081,AS,B,A,B,,Neither
P171,c_017,HP,A,A,A,,A
P171,c_075,AS,Neither,Neither,B,,Neither
P171,c_016,HP,Neither,Neither,A,B,B
P171,c_026,HP,A,A,A,B,A
P171,c_071,AS,Neither,Neither,Neither,,Neither
P171,c_046,HV,A,A,A,Neither,A
P171,c_049,HV,B,B,B,,B
P171,c_005,HP,A,A,A,Neither,Neither
P171,c_014,HP,B,B,B,Neither,B
P171,c_048,HV,A,A,A,Neither,Neither
P171,c_064,AS,Neither,A,Neither,,Neither
P171,c_040,HV,Neither,Neither,B,Neither,B
P171,c_039,HV,A,A,A,B,Neither
P171,c_089,AS,Neither,Neither,A,,Neither
P171,c_018,HP,Neither,Neither,A,,Neither
P171,c_106,HV,Neither,Neither,Neither,Neither,Neither
P020,c_042,HV,Neither,Neither,Neither,,B
P020,c_081,AS,Neither,A,B,,Neither
P020,c_016,HP,Neither,A,A,Neither,B
P020,c_052,AS,Neither,A,A,,Neither
P020,c_172,AS,Neither,A,Neither,,Neither
P020,c_165,AS,A,A,Neither,,Neither
P171,c_012,HP,Neither,Neither,B,,Neither
P171,c_257,AS,Neither,Neither,A,,Neither
P171,c_250,HV,A,A,A,A,A
P171,c_241,HV,Neither,B,A,A,A
P171,c_277,AM,Neither,A,A,B,A
P171,c_240,HV,Neither,B,B,B,B
P171,c_256,AS,Neither,B,A,,A
P171,c_274,AM,B,B,A,Neither,Neither
P171,c_292,AM,B,B,B,A,B
P171,c_205,HP,B,B,B,B,B
P171,c_235,HV,B,B,A,A,B
P171,c_233,HV,Neither,A,Neither,A,B
P171,c_229,HP,B,B,A,B,B
P171,c_297,AM,A,A,Neither,A,Neither
P171,c_234,HV,B,B,B,B,B
P020,c_249,HV,Neither,Neither,A,A,A
P020,c_273,AM,Neither,A,Neither,A,A
P020,c_251,AS,A,A,B,,B
P020,c_271,AM,A,B,Neither,A,A
P020,c_105,HP,B,B,B,B,B
P177,c_052,AS,Neither,B,Neither,,Neither
P177,c_024,HP,B,Neither,B,Neither,A
P177,c_036,HV,A,B,A,A,A
P177,c_011,HP,A,B,Neither,B,B
P177,c_088,AS,Neither,B,B,,A
P177,c_047,HV,B,Neither,B,,A
P177,c_008,HV,Neither,A,Neither,Neither,B
P177,c_092,AS,A,B,A,,Neither
P177,c_095,AS,A,B,A,,Neither
P177,c_087,AS,A,B,A,,B
P171,c_035,HV,B,B,B,B,B
P171,c_058,AS,Neither,Neither,Neither,,Neither
P171,c_007,HV,Neither,Neither,A,Neither,Neither
P171,c_070,AS,Neither,Neither,Neither,,Neither
P171,c_094,AS,Neither,Neither,B,,Neither
P171,c_096,AS,Neither,Neither,Neither,,Neither
P171,c_042,HV,Neither,Neither,B,,B
P171,c_062,AS,Neither,Neither,Neither,,Neither
P171,c_095,AS,Neither,Neither,B,,B
P171,c_011,HP,Neither,Neither,Neither,B,B
P171,c_292,AM,B,B,B,A,A
P171,c_251,AS,Neither,A,A,,Neither
P171,c_235,HV,B,B,B,A,Neither
P171,c_256,AS,Neither,A,A,,Neither
P051,c_234,HV,A,Neither,B,B,B
P051,c_250,HV,A,A,A,A,A
P051,c_277,AM,Neither,Neither,Neither,Neither,Neither
P051,c_278,AM,Neither,B,B,,Neither
P051,c_034,HV,B,B,B,B,Neither
P154,c_278,AM,Neither,B,B,,Neither
P154,c_077,AS,B,B,B,,B
P154,c_079,AS,Neither,B,A,,Neither
P154,c_006,HV,Neither,Neither,B,,B
P154,c_092,AS,Neither,Neither,Neither,,A
P154,c_031,HV,Neither,Neither,Neither,Neither,Neither
P154,c_074,AS,Neither,B,B,,B
P154,c_026,HP,A,A,A,A,A
P154,c_130,HP,Neither,Neither,Neither,Neither,Neither
P154,c_040,HV,Neither,B,B,B,B
P171,c_278,AM,Neither,B,B,,Neither
P171,c_023,HP,Neither,A,A,B,A
P171,c_109,HV,Neither,B,B,,B
P171,c_067,AS,Neither,Neither,B,,Neither
